代码,日期,每股送股,每股配股,配股价,每股红利
SH101966,20020614,0.0,0.0,0.0,11.83
SH101966,20010614,0.0,0.0,0.0,11.83
SH101966,20000614,0.0,0.0,0.0,11.83
SH101966,19990614,0.0,0.0,0.0,11.83
SH101966,19980615,0.0,0.0,0.0,11.83
SH101966,19970616,0.0,0.0,0.0,11.83
SH111016,20041213,0.0,0.0,0.0,0.4119
SH120306,20091208,0.0,0.0,0.0,5.02
SH120306,20081208,0.0,0.0,0.0,5.02
SH120306,20071207,0.0,0.0,0.0,5.02
SH120306,20061207,0.0,0.0,0.0,5.02
SH120306,20051207,0.0,0.0,0.0,5.02
SH120306,20041207,0.0,0.0,0.0,5.02
SH120486,20090922,0.0,0.0,0.0,5.6
SH120486,20080919,0.0,0.0,0.0,5.6
SH120486,20070921,0.0,0.0,0.0,5.6
SH120486,20060921,0.0,0.0,0.0,5.6
SH120486,20050921,0.0,0.0,0.0,5.6
SH120506,20100428,0.0,0.0,0.0,5.28
SH120506,20090428,0.0,0.0,0.0,5.28
SH120506,20070427,0.0,0.0,0.0,5.28
SH120506,20060428,0.0,0.0,0.0,5.28
SH122006,20100310,0.0,0.0,0.0,5.5
SH122006,20090309,0.0,0.0,0.0,5.5
SH122016,20100729,0.0,0.0,0.0,5.4
SH122946,20100723,0.0,0.0,0.0,5.94
SH122956,20100604,0.0,0.0,0.0,5.2
SH160106,20180117,0.0,0.0,0.0,0.044
SH160106,20170119,0.0,0.0,0.0,0.02
SH160106,20160121,0.0,0.0,0.0,0.645
SH160106,20150121,0.0,0.0,0.0,0.18
SH160106,20140120,0.0,0.0,0.0,0.16
SH160106,20130116,0.0,0.0,0.0,0.03
SH160106,20120113,0.0,0.0,0.0,0.02
SH160106,20110117,0.0,0.0,0.0,0.073
SH160106,20100316,0.0,0.0,0.0,0.05
SH160106,20100315,0.0,0.0,0.0,0.05
SH160106,20081222,0.0,0.0,0.0,0.05
SH160106,20081219,0.0,0.0,0.0,0.05
SH160106,20080520,0.0,0.0,0.0,0.35
SH160106,20080519,0.0,0.0,0.0,0.35
SH160106,20061129,0.0,0.0,0.0,0.747
SH160106,20061128,0.0,0.0,0.0,0.747
SH160106,20060328,0.0,0.0,0.0,0.057
SH160106,20060228,0.0,0.0,0.0,0.05
SH160106,20060119,0.0,0.0,0.0,0.05
SH160116,20110121,0.0,0.0,0.0,0.08
SH160116,20100805,0.0,0.0,0.0,0.1
SH160116,20100401,0.0,0.0,0.0,0.12
SH160136,20171201,0.0248,0.0,0.0,0.0
SH160136,20161201,0.0433,0.0,0.0,0.0
SH160306,20121113,0.0,0.0,0.0,0.037
SH160306,20120516,0.0,0.0,0.0,0.011
SH160406,20091103,0.0,0.0,0.0,0.23
SH160406,20070807,0.0,0.0,0.0,0.31
SH160406,20070115,0.0,0.0,0.0,0.08
SH160416,20120828,0.0,0.0,0.0,0.04
SH160506,20100119,0.0,0.0,0.0,0.066
SH160506,20081215,0.0,0.0,0.0,0.07
SH160506,20070727,0.0,0.0,0.0,0.0058
SH160506,20070326,0.0,0.0,0.0,0.0032
SH160516,20171201,0.0202,0.0,0.0,0.0
SH160516,20161201,0.0213,0.0,0.0,0.0
SH160516,20151201,0.0058,0.0,0.0,0.0
SH160626,20180102,0.0182,0.0,0.0,0.0
SH160626,20170103,0.0203,0.0,0.0,0.0
SH160626,20160104,0.0079,0.0,0.0,0.0
SH160626,20150513,0.5046,0.0,0.0,0.0
SH160626,20150217,0.5261,0.0,0.0,0.0
SH160626,20150105,0.0163,0.0,0.0,0.0
SH160636,20161101,0.0256,0.0,0.0,0.0
SH160706,20180116,0.0,0.0,0.0,0.0233
SH160706,20070823,0.0,0.0,0.0,0.429
SH160706,20070822,0.0,0.0,0.0,0.429
SH160706,20070808,0.0,0.0,0.0,0.2
SH160706,20070305,0.0,0.0,0.0,0.069
SH160706,20070205,0.0,0.0,0.0,0.92
SH160706,20060619,0.0,0.0,0.0,0.15
SH160706,20060414,0.0,0.0,0.0,0.03
SH160706,20060309,0.0,0.0,0.0,0.07
SH160716,20090225,0.0,0.0,0.0,0.006
SH160716,20081224,0.0,0.0,0.0,0.013
SH160806,20140521,0.0322,0.0,0.0,0.0
SH160806,20130521,0.0284,0.0,0.0,0.0
SH160906,20100120,0.0,0.0,0.0,0.09
SH160906,20070411,0.0,0.0,0.0,0.61
SH160906,20070406,0.0,0.0,0.0,0.71
SH161016,20121122,0.0246,0.0,0.0,0.0
SH161016,20120522,0.0244,0.0,0.0,0.0
SH161016,20111122,0.0229,0.0,0.0,0.0
SH161026,20171215,0.0239,0.0,0.0,0.0
SH161026,20161215,0.0265,0.0,0.0,0.0
SH161026,20151215,0.0082,0.0,0.0,0.0
SH161026,20150525,0.5833,0.0,0.0,0.0
SH161106,20100317,0.0,0.0,0.0,0.08
SH161106,20100208,0.0,0.0,0.0,0.15
SH161106,20091222,0.0,0.0,0.0,0.06
SH161106,20081124,0.0,0.0,0.0,0.22
SH161106,20080917,0.0,0.0,0.0,0.2
SH161106,20080617,0.0,0.0,0.0,0.25
SH161106,20080414,0.0,0.0,0.0,0.2
SH161106,20070402,0.0,0.0,0.0,0.12
SH161106,20070104,0.0,0.0,0.0,0.06
SH161206,20101227,0.0,0.0,0.0,0.35
SH161206,20100112,0.0,0.0,0.0,0.2
SH161206,20090522,0.0,0.0,0.0,0.04
SH161216,20161215,0.0,0.0,0.0,0.01
SH161216,20161115,0.0,0.0,0.0,0.006
SH161216,20161024,0.0,0.0,0.0,0.007
SH161216,20160118,0.0,0.0,0.0,0.006
SH161216,20151215,0.0,0.0,0.0,0.006
SH161216,20151116,0.0,0.0,0.0,0.007
SH161216,20151021,0.0,0.0,0.0,0.005
SH161216,20150916,0.0,0.0,0.0,0.004
SH161216,20150817,0.0,0.0,0.0,0.02
SH161216,20150715,0.0,0.0,0.0,0.006
SH161216,20150615,0.0,0.0,0.0,0.015
SH161216,20150518,0.0,0.0,0.0,0.015
SH161216,20150416,0.0,0.0,0.0,0.03
SH161216,20150316,0.0,0.0,0.0,0.02
SH161216,20150213,0.0,0.0,0.0,0.03
SH161216,20150119,0.0,0.0,0.0,0.08
SH161216,20141215,0.0,0.0,0.0,0.03
SH161216,20141114,0.0,0.0,0.0,0.015
SH161216,20141022,0.0,0.0,0.0,0.013
SH161216,20140916,0.0,0.0,0.0,0.002
SH161216,20140813,0.0,0.0,0.0,0.017
SH161216,20131018,0.0,0.0,0.0,0.003
SH161216,20130912,0.0,0.0,0.0,0.003
SH161216,20130813,0.0,0.0,0.0,0.003
SH161216,20130711,0.0,0.0,0.0,0.01
SH161216,20130618,0.0,0.0,0.0,0.01
SH161216,20130514,0.0,0.0,0.0,0.015
SH161216,20130415,0.0,0.0,0.0,0.01
SH161216,20130313,0.0,0.0,0.0,0.02
SH161216,20130220,0.0,0.0,0.0,0.01
SH161216,20130116,0.0,0.0,0.0,0.005
SH161216,20121213,0.0,0.0,0.0,0.005
SH161216,20121113,0.0,0.0,0.0,0.005
SH161216,20121018,0.0,0.0,0.0,0.004
SH161216,20120913,0.0,0.0,0.0,0.004
SH161216,20120813,0.0,0.0,0.0,0.01
SH161216,20120712,0.0,0.0,0.0,0.008
SH161216,20120613,0.0,0.0,0.0,0.01
SH161216,20120514,0.0,0.0,0.0,0.01
SH161216,20120418,0.0,0.0,0.0,0.01
SH161306,20091211,0.0,0.0,0.0,0.02
SH161306,20091126,0.0,0.0,0.0,0.02
SH161306,20091112,0.0,0.0,0.0,0.04
SH161306,20091027,0.0,0.0,0.0,0.02
SH161306,20090820,0.0,0.0,0.0,0.01
SH161306,20090807,0.0,0.0,0.0,0.03
SH161306,20090727,0.0,0.0,0.0,0.03
SH161306,20090714,0.0,0.0,0.0,0.03
SH161506,20151217,0.0,0.0,0.0,0.32
SH161506,20141218,0.0,0.0,0.0,0.03
SH161506,20121024,0.0227,0.0,0.0,0.0
SH161606,20071025,0.0,0.0,0.0,0.77
SH161606,20070312,0.0,0.0,0.0,1.11
SH161606,20060530,0.0,0.0,0.0,0.06
SH161706,20070322,1.3103,0.0,0.0,0.0
SH161706,20070119,0.0,0.0,0.0,0.2
SH161706,20061102,0.0,0.0,0.0,0.1
SH161706,20060606,0.0,0.0,0.0,0.2
SH161706,20060418,0.0,0.0,0.0,0.05
SH161706,20060301,0.0,0.0,0.0,0.035
SH161716,20150302,0.1337,0.0,0.0,0.0
SH161726,20171215,0.0209,0.0,0.0,0.0
SH161726,20161215,0.0227,0.0,0.0,0.0
SH161726,20151215,0.0098,0.0,0.0,0.0
SH161806,20110325,0.0,0.0,0.0,0.11
SH161806,20100422,0.0,0.0,0.0,0.25
SH161806,20070924,0.0,0.0,0.0,1.0
SH161806,20070802,0.0,0.0,0.0,0.2
SH161816,20180102,0.0215,0.0,0.0,0.0
SH161816,20170103,0.0239,0.0,0.0,0.0
SH161816,20160104,0.0098,0.0,0.0,0.0
SH161816,20150526,1.1023,0.0,0.0,0.0
SH161816,20150105,0.0235,0.0,0.0,0.0
SH161816,20140102,0.0347,0.0,0.0,0.0
SH161816,20130104,0.0101,0.0,0.0,0.0
SH161816,20120104,0.0381,0.0,0.0,0.0
SH161826,20171201,0.0379,0.0,0.0,0.0
SH161826,20161201,0.0328,0.0,0.0,0.0
SH161826,20151201,0.0093,0.0,0.0,0.0
SH161826,20150108,0.4759,0.0,0.0,0.0
SH161826,20141201,0.0366,0.0,0.0,0.0
SH161826,20131202,0.0126,0.0,0.0,0.0
SH161906,20081230,0.0,0.0,0.0,0.02
SH163106,20110919,0.0,0.0,0.0,0.27
SH163106,20110112,0.0,0.0,0.0,0.05
SH163106,20100119,0.0,0.0,0.0,0.05
SH163106,20090723,0.0,0.0,0.0,0.05
SH163106,20090421,0.0,0.0,0.0,0.05
SH163116,20170515,0.0218,0.0,0.0,0.0
SH163116,20160513,0.01,0.0,0.0,0.0
SH163206,20101223,0.0,0.0,0.0,0.16
SH163206,20091223,0.0,0.0,0.0,0.18
SH163206,20090724,0.0,0.0,0.0,0.14
SH163206,20090514,0.0,0.0,0.0,0.1
SH163406,20160421,1.612,0.0,0.0,0.0
SH163606,20120511,0.0,0.0,0.0,0.022
SH163606,20111116,0.0,0.0,0.0,0.03
SH163606,20110325,0.0,0.0,0.0,0.08
SH163606,20100728,0.0,0.0,0.0,0.054
SH163806,20180313,0.0,0.0,0.0,0.055
SH163806,20180117,0.0,0.0,0.0,0.035
SH163806,20170119,0.0,0.0,0.0,0.035
SH163806,20151222,0.0,0.0,0.0,0.15
SH163806,20150120,0.0,0.0,0.0,0.025
SH163806,20140120,0.0,0.0,0.0,0.015
SH163806,20120625,0.0,0.0,0.0,0.05
SH163806,20110624,0.0,0.0,0.0,0.07
SH163806,20101221,0.0,0.0,0.0,0.02
SH163806,20100629,0.0,0.0,0.0,0.02
SH163806,20100119,0.0,0.0,0.0,0.01
SH163906,20110307,0.0,0.0,0.0,0.015
SH163906,20100429,0.0,0.0,0.0,0.02
SH163906,20100310,0.0,0.0,0.0,0.002
SH164506,20101228,0.0,0.0,0.0,0.043
SH164506,20100301,0.0,0.0,0.0,0.03
SH164506,20090327,0.0,0.0,0.0,0.01
SH164606,20170914,0.0,0.0,0.0,0.1425
SH164606,20140114,0.0,0.0,0.0,0.027
SH164606,20121221,0.0,0.0,0.0,0.016
SH164606,20120119,0.0,0.0,0.0,0.008
SH184696,20070404,0.0,0.0,0.0,0.5
SH184696,20060406,0.0,0.0,0.0,0.005
SH184696,20050404,0.0,0.0,0.0,0.046
SH184696,20040406,0.0,0.0,0.0,0.01
SH184696,20020404,0.0,0.0,0.0,0.0043
SH184706,20080408,0.0,0.0,0.0,0.93
SH184706,20070404,0.0,0.0,0.0,0.5
SH184706,20010821,0.9391,0.0,0.0,0.0
SH500006,20110408,0.0,0.0,0.0,0.071
SH500006,20100401,0.0,0.0,0.0,0.67
SH500006,20090403,0.0,0.0,0.0,0.21
SH500006,20080409,0.0,0.0,0.0,1.09
SH500006,20070821,0.0,0.0,0.0,0.2
SH500006,20070404,0.0,0.0,0.0,0.43
SH500006,20060406,0.0,0.0,0.0,0.015
SH500006,20050404,0.0,0.0,0.0,0.049
SH500006,20040416,0.0,0.0,0.0,0.04
SH500006,20020405,0.0,0.0,0.0,0.007
SH500006,20010406,0.0,0.0,0.0,0.485
SH500006,20000406,0.0,0.0,0.0,0.39
SH500006,19990406,0.0,0.0,0.0,0.021
SH500016,20070404,0.0,0.0,0.0,0.29
SH500016,20060406,0.0,0.0,0.0,0.021
SH500016,20050404,0.0,0.0,0.0,0.08
SH500016,20040416,0.0,0.0,0.0,0.048
SH500016,20020405,0.0,0.0,0.0,0.036
SH500016,20010406,0.0,0.0,0.0,0.348
SH500016,20000407,0.0,0.0,0.0,0.016
SH500056,20160324,0.0,0.0,0.0,0.14
SH500056,20160317,0.0,0.0,0.0,0.125
SH500056,20160302,0.0,0.0,0.0,0.14
SH500056,20160216,0.0,0.0,0.0,0.1
SH500056,20150320,0.0,0.0,0.0,0.09
SH500056,20110421,0.0,0.0,0.0,0.05
SH500056,20100407,0.0,0.0,0.0,0.36
SH500056,20080417,0.0,0.0,0.0,0.91
SH500056,20080402,0.0,0.0,0.0,0.8
SH500056,20071112,0.0,0.0,0.0,0.15
SH500056,20070409,0.0,0.0,0.0,0.48
SH500056,20060407,0.0,0.0,0.0,0.07
SH500056,20041231,0.0,0.0,0.0,0.06
SH500056,20040630,0.0,0.0,0.0,0.02
SH500056,20020905,0.0,0.0,0.0,0.012
SH502006,20210105,-0.03783431,0.0,0.0,0.0
SH502006,20200616,0.02369668,0.0,0.0,0.0
SH502006,20190618,0.01831897,0.0,0.0,0.0
SH502006,20180619,0.02136317,0.0,0.0,0.0
SH502006,20170616,0.0226,0.0,0.0,0.0
SH502006,20160616,0.026,0.0,0.0,0.0
SH502006,20150828,-0.4554171,0.0,0.0,0.0
SH502016,20171219,0.03115872,0.0,0.0,0.0
SH502016,20161219,0.0338819,0.0,0.0,0.0
SH502016,20151215,0.0,0.0,0.0,0.0
SH502026,20180524,0.0,0.0,0.0,0.0
SH502026,20170905,0.01182033,0.0,0.0,0.0
SH502026,20160905,0.05936073,0.0,0.0,0.0
SH502036,20191218,0.07823129,0.0,0.0,0.0
SH502036,20181219,0.04817518,0.0,0.0,0.0
SH502036,20171219,0.07074974,0.0,0.0,0.0
SH502036,20161219,0.008434864,0.0,0.0,0.0
SH502036,20160202,-0.3434959,0.0,0.0,0.0
SH502036,20151217,0.002157497,0.0,0.0,0.0
SH502056,20200311,0.5125125,0.0,0.0,0.0
SH502056,20191218,0.02195122,0.0,0.0,0.0
SH502056,20181219,0.04529617,0.0,0.0,0.0
SH502056,20171219,0.0287,0.0,0.0,0.0
SH502056,20161219,0.0218,0.0,0.0,0.0
SH502056,20160202,-0.3515151,0.0,0.0,0.0
SH502056,20151217,0.0131,0.0,0.0,0.0
SH506006,20251208,0.0,0.0,0.0,0.015
SH506006,20211115,0.0,0.0,0.0,0.0313
SH506006,20210517,0.0,0.0,0.0,0.011
SH508006,20250916,0.0,0.0,0.0,0.1632
SH508006,20250410,0.0,0.0,0.0,0.1176
SH508006,20240911,0.0,0.0,0.0,0.1397
SH508006,20240409,0.0,0.0,0.0,0.1514
SH508006,20230912,0.0,0.0,0.0,0.1251
SH508006,20230407,0.0,0.0,0.0,0.1906
SH508006,20220921,0.0,0.0,0.0,0.1463
SH508006,20220125,0.0,0.0,0.0,0.2714
SH508026,20251010,0.0,0.0,0.0,0.08
SH508026,20250508,0.0,0.0,0.0,0.09
SH508026,20250307,0.0,0.0,0.0,0.0947
SH508036,20251216,0.0,0.0,0.0,0.185
SH508036,20250922,0.0,0.0,0.0,0.34
SH508036,20250715,0.0,0.0,0.0,0.36
SH508036,20250421,0.0,0.0,0.0,0.26
SH508056,20251230,0.0,0.0,0.0,0.04335
SH508056,20251031,0.0,0.0,0.0,0.04318
SH508056,20250723,0.0,0.0,0.0,0.04059
SH508056,20250402,0.0,0.0,0.0,0.0495
SH508056,20250102,0.0,0.0,0.0,0.04547
SH508056,20241030,0.0,0.0,0.0,0.04413
SH508056,20240802,0.0,0.0,0.0,0.04583
SH508056,20240403,0.0,0.0,0.0,0.05405
SH508056,20231221,0.0,0.0,0.0,0.0425
SH508056,20230905,0.0,0.0,0.0,0.08423
SH508056,20230406,0.0,0.0,0.0,0.08801
SH508056,20220906,0.0,0.0,0.0,0.08921
SH508056,20220407,0.0,0.0,0.0,0.04843
SH508056,20211117,0.0,0.0,0.0,0.0522
SH508066,20251222,0.0,0.0,0.0,0.13895
SH508066,20250901,0.0,0.0,0.0,0.36723
SH508066,20250430,0.0,0.0,0.0,0.1088
SH508066,20241127,0.0,0.0,0.0,0.1553
SH508066,20240827,0.0,0.0,0.0,0.31856
SH508066,20240521,0.0,0.0,0.0,0.24436
SH508066,20231027,0.0,0.0,0.0,0.32508
SH508066,20230427,0.0,0.0,0.0,0.20933
SH508086,20251225,0.0,0.0,0.0,0.135
SH508086,20250925,0.0,0.0,0.0,0.106
SH508086,20250804,0.0,0.0,0.0,0.13
SH508086,20250409,0.0,0.0,0.0,0.114
SH508086,20241231,0.0,0.0,0.0,0.185
SH508086,20241010,0.0,0.0,0.0,0.241
SH508096,20260120,0.0,0.0,0.0,0.33178
SH508096,20250815,0.0,0.0,0.0,0.23716
SH508096,20241104,0.0,0.0,0.0,0.622
SH508096,20240425,0.0,0.0,0.0,0.5498
SH508096,20231113,0.0,0.0,0.0,1.072
SH519066,20180115,0.0,0.0,0.0,0.206
SH519066,20160121,0.0,0.0,0.0,0.3
SH519066,20150213,0.0,0.0,0.0,0.086
SH519066,20140120,0.0,0.0,0.0,0.069
SH519066,20130123,0.0,0.0,0.0,0.035
SH519066,20110314,0.0,0.0,0.0,0.18
SH519066,20100322,0.0,0.0,0.0,0.11
SH519066,20090420,0.0,0.0,0.0,0.03
SH519156,20150526,0.0,0.0,0.0,0.944
SH519186,20160415,0.0,0.0,0.0,0.08
SH519186,20160303,0.0,0.0,0.0,0.08
SH519186,20160104,0.0,0.0,0.0,0.08
SH519186,20131119,0.0,0.0,0.0,0.09
SH519186,20120626,0.0,0.0,0.0,0.02
SH519186,20120608,0.0,0.0,0.0,0.02
SH519186,20101214,0.0,0.0,0.0,0.07
SH519196,20170926,0.0,0.0,0.0,0.3107
SH519606,20141022,0.0856,0.0,0.0,0.0
SH519616,20180102,0.0,0.0,0.0,0.022
SH519616,20171017,0.0,0.0,0.0,0.02
SH519616,20170705,0.0,0.0,0.0,0.0125
SH519666,20180118,0.0,0.0,0.0,0.009
SH519666,20171023,0.0,0.0,0.0,0.012
SH519666,20170713,0.0,0.0,0.0,0.014
SH519666,20170414,0.0,0.0,0.0,0.019
SH519666,20170118,0.0,0.0,0.0,0.013
SH519666,20161020,0.0,0.0,0.0,0.013
SH519666,20160715,0.0,0.0,0.0,0.015
SH519666,20160418,0.0,0.0,0.0,0.015
SH519666,20160119,0.0,0.0,0.0,0.017
SH519666,20151021,0.0,0.0,0.0,0.017
SH519666,20150713,0.0,0.0,0.0,0.023
SH519666,20150420,0.0,0.0,0.0,0.035
SH519666,20150119,0.0,0.0,0.0,0.022
SH519666,20131018,0.0,0.0,0.0,0.011
SH519666,20130712,0.0,0.0,0.0,0.013
SH519666,20130417,0.0,0.0,0.0,0.018
SH519666,20130117,0.0,0.0,0.0,0.012
SH519666,20121018,0.0,0.0,0.0,0.002
SH519666,20120713,0.0,0.0,0.0,0.017
SH519666,20110117,0.0,0.0,0.0,0.003
SH519666,20101028,0.0,0.0,0.0,0.019
SH519666,20100423,0.0,0.0,0.0,0.018
SH519666,20100422,0.0,0.0,0.0,0.018
SH519666,20100126,0.0,0.0,0.0,0.02
SH519666,20091103,0.0,0.0,0.0,0.016
SH519666,20090727,0.0,0.0,0.0,0.03
SH519666,20090608,0.0,0.0,0.0,0.029
SH519666,20090324,0.0,0.0,0.0,0.022
SH519666,20081223,0.0,0.0,0.0,0.015
SH519666,20080922,0.0,0.0,0.0,0.017
SH519666,20080623,0.0,0.0,0.0,0.031
SH519666,20080326,0.0,0.0,0.0,0.038
SH519666,20071126,0.0,0.0,0.0,0.01
SH519666,20070820,0.0,0.0,0.0,0.01
SH519676,20170316,0.0,0.0,0.0,0.03
SH519676,20161124,0.0,0.0,0.0,0.56
SH519976,20150727,0.0,0.0,0.0,0.38
SH519976,20150123,0.0,0.0,0.0,0.374
SH519976,20130923,0.0,0.0,0.0,0.153
SH600000,20240718,0.0,0.0,0.0,0.0035508849558
SH600004,20240809,0.0,0.0,0.0,0.0007846638655
SH600006,20250717,0.0,0.0,0.0,0.005
SH600006,20240715,0.0,0.0,0.0,0.0004375
SH600006,20230713,0.0,0.0,0.0,0.0428
SH600006,20220715,0.0,0.0,0.0,0.0558
SH600006,20210714,0.0,0.0,0.0,0.0831
SH600006,20200717,0.0,0.0,0.0,0.0664
SH600006,20190620,0.0,0.0,0.0,0.0833
SH600006,20180619,0.0,0.0,0.0,0.0303
SH600006,20170714,0.0,0.0,0.0,0.033
SH600006,20160630,0.0,0.0,0.0,0.052
SH600006,20150724,0.0,0.0,0.0,0.0212
SH600006,20140620,0.0,0.0,0.0,0.0076
SH600006,20130617,0.0,0.0,0.0,0.0033
SH600006,20120618,0.0,0.0,0.0,0.05
SH600006,20110621,0.0,0.0,0.0,0.12
SH600006,20100621,0.0,0.0,0.0,0.06
SH600006,20090622,0.0,0.0,0.0,0.09
SH600006,20080623,0.0,0.0,0.0,0.15
SH600006,20070719,0.0,0.0,0.0,0.12
SH600006,20061113,0.33,0.0,0.0,0.0
SH600006,20060620,0.0,0.0,0.0,0.08
SH600006,20050628,0.0,0.0,0.0,0.075
SH600006,20040611,1.0,0.0,0.0,0.2
SH600006,20030602,0.0,0.0,0.0,0.2
SH600006,20020522,0.0,0.0,0.0,0.2
SH600006,20011030,0.0,0.0,0.0,0.05
SH600006,20010613,0.0,0.0,0.0,0.2
SH600006,20000626,0.0,0.0,0.0,0.1
SH600007,20240624,0.0,0.0,0.0,0.0033698399326
SH600008,20240607,0.0,0.0,0.0,0.0035087719298
SH600009,20240719,0.0,0.0,0.0,0.0003423680456
SH600011,20240711,0.0,0.0,0.0,0.0021390374332
SH600012,20240712,0.0,0.0,0.0,0.0041881533100999
SH600015,20240621,0.0,0.0,0.0,0.0058181818182
SH600016,20250916,0.0,0.0,0.0,0.136
SH600016,20250714,0.0,0.0,0.0,0.062
SH600016,20241113,0.0,0.0,0.0,0.13
SH600016,20240712,0.0,0.0,0.0,0.0055526992288
SH600016,20230626,0.0,0.0,0.0,0.214
SH600016,20220624,0.0,0.0,0.0,0.213
SH600016,20210624,0.0,0.0,0.0,0.213
SH600016,20200713,0.0,0.0,0.0,0.37
SH600016,20190705,0.0,0.0,0.0,0.345
SH600016,20180705,0.2,0.0,0.0,0.09
SH600016,20170926,0.0,0.0,0.0,0.12
SH600016,20170706,0.0,0.0,0.0,0.165
SH600016,20160926,0.0,0.0,0.0,0.115
SH600016,20160624,0.0,0.0,0.0,0.16
SH600016,20160226,0.0,0.0,0.0,0.075
SH600016,20150707,0.0,0.0,0.0,0.11
SH600016,20150109,0.0,0.0,0.0,0.075
SH600016,20140625,0.2,0.0,0.0,0.1
SH600016,20130910,0.0,0.0,0.0,0.158
SH600016,20130627,0.0,0.0,0.0,0.15
SH600016,20120903,0.0,0.0,0.0,0.15
SH600016,20120626,0.0,0.0,0.0,0.3
SH600016,20110609,0.0,0.0,0.0,0.1
SH600016,20100715,0.2,0.0,0.0,0.05
SH600016,20090526,0.0,0.0,0.0,0.08
SH600016,20080407,0.3,0.0,0.0,0.05
SH600016,20070611,0.19,0.0,0.0,0.0
SH600016,20060417,0.4,0.0,0.0,0.05
SH600016,20051026,0.50242,0.0,0.0,0.0
SH600016,20051025,0.155,0.0,0.0,0.0
SH600016,20050418,0.2,0.0,0.0,0.07
SH600016,20040419,0.35,0.0,0.0,0.12
SH600016,20030414,0.3,0.0,0.0,0.06
SH600016,20020619,0.15,0.0,0.0,0.07
SH600016,20010531,0.3,0.0,0.0,0.2
SH600017,20240614,0.0,0.0,0.0,0.0024074074074
SH600018,20240515,0.0,0.0,0.0,0.0029604130808999
SH600019,20240613,0.0,0.0,0.0,0.0029027576197
SH600020,20240528,0.0,0.0,0.0,0.0037913486004999
SH600021,20240621,0.0,0.0,0.0,0.0020325203252
SH600023,20240709,0.0,0.0,0.0,0.0032133676093
SH600025,20240619,0.0,0.0,0.0,0.0017159199237
SH600026,20250717,0.0,0.0,0.0,0.21
SH600026,20241213,0.0,0.0,0.0,0.22
SH600026,20240717,0.0,0.0,0.0,0.0024544179523
SH600026,20230718,0.0,0.0,0.0,0.15
SH600026,20210716,0.0,0.0,0.0,0.2
SH600026,20200710,0.0,0.0,0.0,0.04
SH600026,20190628,0.0,0.0,0.0,0.02
SH600026,20180713,0.0,0.0,0.0,0.05
SH600026,20170703,0.0,0.0,0.0,0.19
SH600026,20160614,0.0,0.0,0.0,0.1
SH600026,20150703,0.0,0.0,0.0,0.03
SH600026,20120601,0.0,0.0,0.0,0.1
SH600026,20110613,0.0,0.0,0.0,0.17
SH600026,20100702,0.0,0.0,0.0,0.1
SH600026,20090622,0.0,0.0,0.0,0.3
SH600026,20080625,0.0,0.0,0.0,0.5
SH600026,20070625,0.0,0.0,0.0,0.3
SH600026,20060612,0.0,0.0,0.0,0.3
SH600026,20051230,0.29,0.0,0.0,0.0
SH600026,20050621,0.0,0.0,0.0,0.15
SH600026,20040621,0.0,0.0,0.0,0.15
SH600026,20030621,0.0,0.0,0.0,0.1
SH600026,20030618,0.0,0.0,0.0,0.1
SH600027,20240725,0.0,0.0,0.0,0.0024671052632
SH600028,20240716,0.0,0.0,0.0,0.0030534351145
SH600030,20240826,0.0,0.0,0.0,0.0024869109948
SH600031,20240621,0.0,0.0,0.0,0.0014003819222999
SH600032,20240705,0.0,0.0,0.0,0.0009708737864
SH600033,20240627,0.0,0.0,0.0,0.0034985422741
SH600035,20240607,0.0,0.0,0.0,0.0043577981651
SH600036,20260116,0.0,0.0,0.0,1.013
SH600036,20250711,0.0,0.0,0.0,2.0
SH600036,20240711,0.0,0.0,0.0,0.0056862745098
SH600036,20230713,0.0,0.0,0.0,1.738
SH600036,20220715,0.0,0.0,0.0,1.522
SH600036,20210713,0.0,0.0,0.0,1.253
SH600036,20200710,0.0,0.0,0.0,1.2
SH600036,20190712,0.0,0.0,0.0,0.94
SH600036,20180712,0.0,0.0,0.0,0.84
SH600036,20170614,0.0,0.0,0.0,0.74
SH600036,20160713,0.0,0.0,0.0,0.69
SH600036,20150703,0.0,0.0,0.0,0.67
SH600036,20140711,0.0,0.0,0.0,0.62
SH600036,20130905,0.0,0.174,9.29,0.0
SH600036,20130613,0.0,0.0,0.0,0.63
SH600036,20120607,0.0,0.0,0.0,0.42
SH600036,20110610,0.0,0.0,0.0,0.29
SH600036,20100701,0.0,0.0,0.0,0.21
SH600036,20100315,0.0,0.13,8.85,0.0
SH600036,20090703,0.3,0.0,0.0,0.1
SH600036,20080728,0.0,0.0,0.0,0.28
SH600036,20070704,0.0,0.0,0.0,0.12
SH600036,20060921,0.0,0.0,0.0,0.18
SH600036,20060616,0.0,0.0,0.0,0.08
SH600036,20060227,0.25963,0.0,0.0,0.0
SH600036,20060224,0.0858,0.0,0.0,0.0
SH600036,20050620,0.5,0.0,0.0,0.11
SH600036,20040511,0.2,0.0,0.0,0.092
SH600036,20030716,0.0,0.0,0.0,0.12
SH600037,20240621,0.0,0.0,0.0,0.0004448105437
SH600038,20240425,0.0,0.0,0.0,0.0004587155963
SH600039,20240716,0.0,0.0,0.0,0.0068026315788999
SH600048,20240730,0.0,0.0,0.0,0.0047729918509999
SH600050,20240719,0.0,0.0,0.0,0.0010893970894
